		Withdrawal Agent WT7 issued withdrawawl of $83.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 202
Depositor Agent DT2 issued deposit of $374.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 207
		Withdrawal Agent WT10 issued withdrawawl of $90.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 210
		Withdrawal Agent WT7 issued withdrawawl of $85.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 212
Depositor Agent DT1 issued deposit of $477.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 215
		Withdrawal Agent WT8 issued withdrawawl of $78.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 217
		Withdrawal Agent WT10 issued withdrawawl of $76.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 219
		Withdrawal Agent WT9 issued withdrawawl of $79.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 222
Depositor Agent DT1 issued deposit of $364.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 234
		Withdrawal Agent WT8 issued withdrawawl of $89.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 235
		Withdrawal Agent WT7 issued withdrawawl of $96.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 236
		Withdrawal Agent WT2 issued withdrawawl of $90.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 245
		Withdrawal Agent WT9 issued withdrawawl of $88.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 249
		Withdrawal Agent WT6 issued withdrawawl of $87.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 261
		Withdrawal Agent WT2 issued withdrawawl of $91.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 264
		Withdrawal Agent WT3 issued withdrawawl of $89.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 266
		Withdrawal Agent WT1 issued withdrawawl of $80.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 274
Depositor Agent DT2 issued deposit of $387.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 276
		Withdrawal Agent WT9 issued withdrawawl of $85.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 283
		Withdrawal Agent WT4 issued withdrawawl of $76.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 290
		Withdrawal Agent WT9 issued withdrawawl of $87.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 297
		Withdrawal Agent WT5 issued withdrawawl of $85.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 306
		Withdrawal Agent WT4 issued withdrawawl of $93.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 309
		Withdrawal Agent WT9 issued withdrawawl of $86.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 311
		Withdrawal Agent WT9 issued withdrawawl of $98.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 314
		Withdrawal Agent WT6 issued withdrawawl of $98.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 317
		Withdrawal Agent WT3 issued withdrawawl of $81.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 319
		Withdrawal Agent WT10 issued withdrawawl of $96.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 320
		Withdrawal Agent WT2 issued withdrawawl of $87.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 325
		Withdrawal Agent WT1 issued withdrawawl of $97.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 331
Depositor Agent DT1 issued deposit of $418.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 338
		Withdrawal Agent WT4 issued withdrawawl of $95.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 339
		Withdrawal Agent WT10 issued withdrawawl of $91.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 350
		Withdrawal Agent WT9 issued withdrawawl of $92.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 351
		Withdrawal Agent WT3 issued withdrawawl of $99.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 352
		Withdrawal Agent WT5 issued withdrawawl of $98.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 357
		Withdrawal Agent WT8 issued withdrawawl of $98.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 358
Depositor Agent DT1 issued deposit of $473.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 361
		Withdrawal Agent WT4 issued withdrawawl of $82.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 370
		Withdrawal Agent WT1 issued withdrawawl of $93.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 380
		Withdrawal Agent WT1 issued withdrawawl of $98.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 381
		Withdrawal Agent WT8 issued withdrawawl of $78.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 384
		Withdrawal Agent WT7 issued withdrawawl of $83.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 386
		Withdrawal Agent WT1 issued withdrawawl of $83.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 388
		Withdrawal Agent WT9 issued withdrawawl of $89.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 397
Depositor Agent DT4 issued deposit of $422.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 400
		Withdrawal Agent WT8 issued withdrawawl of $89.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 401
		Withdrawal Agent WT4 issued withdrawawl of $93.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 404
		Withdrawal Agent WT3 issued withdrawawl of $88.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 405
		Withdrawal Agent WT6 issued withdrawawl of $92.00 at: 13/02/2024 19:21:00 EST	Transaction Number: 409
		Withdrawal Agent WT5 issued withdrawawl of $79.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 413
		Withdrawal Agent WT2 issued withdrawawl of $98.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 419
		Withdrawal Agent WT4 issued withdrawawl of $83.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 421
Depositor Agent DT2 issued deposit of $404.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 423
		Withdrawal Agent WT1 issued withdrawawl of $92.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 428
		Withdrawal Agent WT8 issued withdrawawl of $81.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 433
		Withdrawal Agent WT4 issued withdrawawl of $88.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 435
		Withdrawal Agent WT6 issued withdrawawl of $77.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 438
Depositor Agent DT4 issued deposit of $355.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 442
		Withdrawal Agent WT1 issued withdrawawl of $93.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 444
		Withdrawal Agent WT10 issued withdrawawl of $95.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 448
		Withdrawal Agent WT5 issued withdrawawl of $82.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 453
		Withdrawal Agent WT6 issued withdrawawl of $87.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 462
		Withdrawal Agent WT6 issued withdrawawl of $91.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 484
		Withdrawal Agent WT7 issued withdrawawl of $81.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 490
		Withdrawal Agent WT1 issued withdrawawl of $86.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 491
Depositor Agent DT2 issued deposit of $374.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 495
		Withdrawal Agent WT8 issued withdrawawl of $81.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 499
Depositor Agent DT1 issued deposit of $434.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 504
		Withdrawal Agent WT1 issued withdrawawl of $87.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 505
		Withdrawal Agent WT7 issued withdrawawl of $78.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 507
		Withdrawal Agent WT2 issued withdrawawl of $98.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 509
		Withdrawal Agent WT6 issued withdrawawl of $93.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 510
		Withdrawal Agent WT8 issued withdrawawl of $90.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 513
		Withdrawal Agent WT3 issued withdrawawl of $99.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 514
		Withdrawal Agent WT5 issued withdrawawl of $93.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 518
Depositor Agent DT1 issued deposit of $370.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 523
		Withdrawal Agent WT1 issued withdrawawl of $90.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 525
		Withdrawal Agent WT2 issued withdrawawl of $96.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 526
		Withdrawal Agent WT3 issued withdrawawl of $80.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 527
		Withdrawal Agent WT7 issued withdrawawl of $98.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 539
		Withdrawal Agent WT10 issued withdrawawl of $90.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 548
		Withdrawal Agent WT3 issued withdrawawl of $77.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 553
Depositor Agent DT5 issued deposit of $484.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 554
		Withdrawal Agent WT2 issued withdrawawl of $96.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 570
		Withdrawal Agent WT5 issued withdrawawl of $78.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 583
Depositor Agent DT3 issued deposit of $466.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 590
		Withdrawal Agent WT9 issued withdrawawl of $88.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 598
		Withdrawal Agent WT2 issued withdrawawl of $77.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 600
		Withdrawal Agent WT10 issued withdrawawl of $88.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 603
		Withdrawal Agent WT8 issued withdrawawl of $76.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 608
		Withdrawal Agent WT4 issued withdrawawl of $85.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 609
		Withdrawal Agent WT10 issued withdrawawl of $92.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 615
		Withdrawal Agent WT9 issued withdrawawl of $86.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 618
		Withdrawal Agent WT5 issued withdrawawl of $84.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 627
Depositor Agent DT5 issued deposit of $484.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 629
		Withdrawal Agent WT2 issued withdrawawl of $95.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 636
		Withdrawal Agent WT8 issued withdrawawl of $81.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 641
		Withdrawal Agent WT3 issued withdrawawl of $88.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 653
		Withdrawal Agent WT6 issued withdrawawl of $92.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 656
		Withdrawal Agent WT10 issued withdrawawl of $79.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 660
Depositor Agent DT5 issued deposit of $499.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 663
		Withdrawal Agent WT5 issued withdrawawl of $94.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 664
		Withdrawal Agent WT7 issued withdrawawl of $77.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 666
Depositor Agent DT3 issued deposit of $489.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 669
		Withdrawal Agent WT7 issued withdrawawl of $93.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 675
		Withdrawal Agent WT4 issued withdrawawl of $86.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 676
		Withdrawal Agent WT4 issued withdrawawl of $81.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 677
Depositor Agent DT2 issued deposit of $423.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 678
		Withdrawal Agent WT5 issued withdrawawl of $80.00 at: 13/02/2024 19:21:01 EST	Transaction Number: 679
		Withdrawal Agent WT4 issued withdrawawl of $88.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 690
Depositor Agent DT5 issued deposit of $451.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 692
		Withdrawal Agent WT3 issued withdrawawl of $91.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 699
		Withdrawal Agent WT3 issued withdrawawl of $79.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 700
		Withdrawal Agent WT6 issued withdrawawl of $76.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 711
		Withdrawal Agent WT8 issued withdrawawl of $85.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 715
		Withdrawal Agent WT8 issued withdrawawl of $83.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 717
Depositor Agent DT3 issued deposit of $388.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 723
		Withdrawal Agent WT7 issued withdrawawl of $86.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 724
		Withdrawal Agent WT5 issued withdrawawl of $84.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 725
Depositor Agent DT1 issued deposit of $489.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 731
		Withdrawal Agent WT4 issued withdrawawl of $96.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 732
		Withdrawal Agent WT10 issued withdrawawl of $97.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 736
		Withdrawal Agent WT10 issued withdrawawl of $79.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 738
		Withdrawal Agent WT7 issued withdrawawl of $93.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 742
Depositor Agent DT4 issued deposit of $368.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 747
		Withdrawal Agent WT2 issued withdrawawl of $82.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 750
Depositor Agent DT1 issued deposit of $466.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 751
		Withdrawal Agent WT9 issued withdrawawl of $92.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 753
		Withdrawal Agent WT5 issued withdrawawl of $93.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 754
Depositor Agent DT5 issued deposit of $454.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 765
		Withdrawal Agent WT2 issued withdrawawl of $99.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 771
		Withdrawal Agent WT4 issued withdrawawl of $99.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 773
Depositor Agent DT4 issued deposit of $407.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 777
		Withdrawal Agent WT10 issued withdrawawl of $80.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 778
		Withdrawal Agent WT9 issued withdrawawl of $90.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 781
		Withdrawal Agent WT2 issued withdrawawl of $96.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 790
		Withdrawal Agent WT8 issued withdrawawl of $98.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 801
		Withdrawal Agent WT8 issued withdrawawl of $82.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 802
		Withdrawal Agent WT5 issued withdrawawl of $98.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 803
		Withdrawal Agent WT6 issued withdrawawl of $98.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 805
		Withdrawal Agent WT1 issued withdrawawl of $82.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 807
		Withdrawal Agent WT8 issued withdrawawl of $99.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 815
		Withdrawal Agent WT6 issued withdrawawl of $79.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 817
Depositor Agent DT2 issued deposit of $370.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 826
		Withdrawal Agent WT6 issued withdrawawl of $96.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 827
		Withdrawal Agent WT9 issued withdrawawl of $89.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 829
		Withdrawal Agent WT5 issued withdrawawl of $99.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 830
		Withdrawal Agent WT8 issued withdrawawl of $85.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 833
		Withdrawal Agent WT1 issued withdrawawl of $93.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 844
Depositor Agent DT3 issued deposit of $495.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 847
		Withdrawal Agent WT10 issued withdrawawl of $82.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 848
		Withdrawal Agent WT5 issued withdrawawl of $85.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 850
		Withdrawal Agent WT7 issued withdrawawl of $91.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 853
		Withdrawal Agent WT1 issued withdrawawl of $80.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 860
		Withdrawal Agent WT5 issued withdrawawl of $78.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 865
Depositor Agent DT4 issued deposit of $480.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 867
		Withdrawal Agent WT9 issued withdrawawl of $78.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 868
		Withdrawal Agent WT3 issued withdrawawl of $99.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 869
Depositor Agent DT1 issued deposit of $478.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 874
		Withdrawal Agent WT9 issued withdrawawl of $87.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 880
		Withdrawal Agent WT4 issued withdrawawl of $76.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 883
		Withdrawal Agent WT5 issued withdrawawl of $90.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 888
Depositor Agent DT3 issued deposit of $443.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 891
Depositor Agent DT5 issued deposit of $377.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 893
		Withdrawal Agent WT5 issued withdrawawl of $85.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 895
		Withdrawal Agent WT9 issued withdrawawl of $90.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 897
		Withdrawal Agent WT7 issued withdrawawl of $88.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 902
		Withdrawal Agent WT4 issued withdrawawl of $98.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 903
		Withdrawal Agent WT7 issued withdrawawl of $77.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 913
Depositor Agent DT1 issued deposit of $393.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 925
		Withdrawal Agent WT7 issued withdrawawl of $91.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 934
Depositor Agent DT2 issued deposit of $464.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 949
		Withdrawal Agent WT2 issued withdrawawl of $97.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 950
		Withdrawal Agent WT10 issued withdrawawl of $91.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 955
		Withdrawal Agent WT5 issued withdrawawl of $79.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 957
		Withdrawal Agent WT7 issued withdrawawl of $88.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 968
		Withdrawal Agent WT8 issued withdrawawl of $98.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 970
		Withdrawal Agent WT5 issued withdrawawl of $95.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 971
		Withdrawal Agent WT6 issued withdrawawl of $86.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 977
		Withdrawal Agent WT9 issued withdrawawl of $93.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 978
		Withdrawal Agent WT2 issued withdrawawl of $76.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 982
		Withdrawal Agent WT8 issued withdrawawl of $77.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 983
Depositor Agent DT3 issued deposit of $363.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 985
		Withdrawal Agent WT9 issued withdrawawl of $96.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 987
		Withdrawal Agent WT3 issued withdrawawl of $84.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 992
		Withdrawal Agent WT10 issued withdrawawl of $76.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 995
		Withdrawal Agent WT7 issued withdrawawl of $95.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 1005
		Withdrawal Agent WT6 issued withdrawawl of $76.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 1010
Depositor Agent DT3 issued deposit of $492.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 1012
		Withdrawal Agent WT2 issued withdrawawl of $85.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 1013
		Withdrawal Agent WT4 issued withdrawawl of $91.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 1016
		Withdrawal Agent WT3 issued withdrawawl of $79.00 at: 13/02/2024 19:21:02 EST	Transaction Number: 1018
		Withdrawal Agent WT3 issued withdrawawl of $97.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1022
Depositor Agent DT4 issued deposit of $492.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1023
		Withdrawal Agent WT7 issued withdrawawl of $94.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1024
		Withdrawal Agent WT1 issued withdrawawl of $92.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1025
		Withdrawal Agent WT6 issued withdrawawl of $86.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1026
		Withdrawal Agent WT2 issued withdrawawl of $80.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1028
Depositor Agent DT2 issued deposit of $456.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1031
		Withdrawal Agent WT6 issued withdrawawl of $91.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1035
		Withdrawal Agent WT9 issued withdrawawl of $86.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1036
		Withdrawal Agent WT10 issued withdrawawl of $90.00 at: 13/02/2024 19:21:03 EST	Transaction Number: 1041
